course_id,name,category,language,skills,what_you_learn,url,content_length
1227,Data Privacy and Protection Standards,Information Technology,English,"Security Controls, Compliance Training, Incident Response, Data Ethics, Security Strategy, Data Loss Prevention, Personally Identifiable Information, Compliance Management, Regulatory Requirements, Data Security, Regulatory Compliance, Data Integrity, Information Privacy, Data Governance, General Data Protection Regulation (GDPR)","Assess Global Data Privacy Regulations and Their Impact on Businesses.
Assess Global Data Privacy Regulations and Their Impact on Businesses.
Implement Data Protection Strategies for Security and Breach Prevention.
Implement Data Protection Strategies for Security and Breach Prevention.
Establish Data Privacy Compliance through Assessments and Policies.
Establish Data Privacy Compliance through Assessments and Policies.",https://www.coursera.org/learn/data-privacy-and-protection-standards,2547
1228,"Data Privacy, Security, Governance, Risk and Compliance",Information Technology,English,"Cybersecurity, Risk Management, Data Integrity, Data Governance, Law, Regulation, and Compliance, Security Controls, Data Quality, Encryption, Threat Detection, Data Architecture, Personally Identifiable Information, Incident Response, Information Privacy, Compliance Management, Data Security","Develop and implement effective data privacy and security strategies.
Develop and implement effective data privacy and security strategies.
Understand and apply security measures to protect and govern organizational data.
Understand and apply security measures to protect and govern organizational data.
Conduct risk assessments and implement appropriate risk management practices.
Conduct risk assessments and implement appropriate risk management practices.
Navigate and comply with relevant legal and regulatory compliance requirements.
Navigate and comply with relevant legal and regulatory compliance requirements.",https://www.coursera.org/learn/data-privacy-security-governance-risk-and-compliance,1225
1229,Data Processing and Optimization with Generative AI,Data Science,English,"Data Analysis, Data Ethics, Data Validation, Feature Engineering, Data Integrity, Data Synthesis, Microsoft Copilot, Data Cleansing, Data Quality, Personally Identifiable Information, Generative AI, Data Transformation, Data Processing, Responsible AI",,https://www.coursera.org/learn/data-processing-and-optimization-with-generative-ai,644
1230,Developing Data Products,Data Science,English,"Package and Software Management, Statistical Reporting, Data Mapping, Rmarkdown, Interactive Data Visualization, R Programming, Data Presentation, Plotly, R (Software), Shiny (R Package), Web Applications, Data Visualization, Data Visualization Software","Develop basic applications and interactive graphics using GoogleVis
Develop basic applications and interactive graphics using GoogleVis
Use Leaflet to create interactive annotated maps
Use Leaflet to create interactive annotated maps
Build an R Markdown presentation that includes a data visualization
Build an R Markdown presentation that includes a data visualization
Create a data product that tells a story to a mass audience
Create a data product that tells a story to a mass audience",https://www.coursera.org/learn/data-products,456
1231,Data and Health Indicators in Public Health Practice,Health,English,"Health Policy, Social Determinants Of Health, Medical Records, Health Care, Health Disparities, Public Health, Descriptive Analytics, Epidemiology, Infectious Diseases, Statistical Methods",,https://www.coursera.org/learn/data-public-health,911
1232,Introduction to Data Science and scikit-learn in Python,Data Science,English,"Scikit Learn (Machine Learning Library), NumPy, Predictive Modeling, Supervised Learning, Programming Principles, Exploratory Data Analysis, Data Structures, Statistical Hypothesis Testing, Classification And Regression Tree (CART), Python Programming, Data Analysis, Data Science, Regression Analysis, Data Manipulation, Feature Engineering, Statistical Methods, Pandas (Python Package), Machine Learning","Employ artificial intelligence techniques to test hypothesis in Python
Employ artificial intelligence techniques to test hypothesis in Python
Apply a machine learning model combining Numpy, Pandas, and Scikit-Learn
Apply a machine learning model combining Numpy, Pandas, and Scikit-Learn",https://www.coursera.org/learn/data-science-and-scikit-learn-in-python,777
1233,Data Science as a Field,Data Science,English,"Data Visualization, Data Presentation, Statistics, Data Science, Data Storytelling, Exploratory Data Analysis, Data-Driven Decision-Making, Statistical Reporting, Data Analysis, Applied Mathematics, Data Ethics, Technical Communication, Computer Science","By taking this course, you will be able explain what data science is and identify the key disciplines involved.
By taking this course, you will be able explain what data science is and identify the key disciplines involved.
You will be able to use the steps of the data science process to create a reproducible data analysis and identify personal biases.
You will be able to use the steps of the data science process to create a reproducible data analysis and identify personal biases.
You will be able to identify interesting data science applications, locate jobs in Data Science, and begin developing a professional network.
You will be able to identify interesting data science applications, locate jobs in Data Science, and begin developing a professional network.",https://www.coursera.org/learn/data-science-as-a-field,1415
1234,Data Science Ethics,Data Science,English,"Sampling (Statistics), Data Analysis, Responsible AI, Big Data, Informed Consent, Personally Identifiable Information, Data Security, Data Governance, Data Ethics, Social Studies, Intellectual Property, Ethical Standards And Conduct, Information Privacy","Examine the ethical and privacy implications of collecting and managing big data.
Examine the ethical and privacy implications of collecting and managing big data.
Explore the broader impact of the data science field on modern society.
Explore the broader impact of the data science field on modern society.
Understand who owns data, how we value privacy, how to receive informed consent and what it means to be fair.
Understand who owns data, how we value privacy, how to receive informed consent and what it means to be fair.",https://www.coursera.org/learn/data-science-ethics,1192
1235,Data Science for Business Innovation,Data Science,English,"Data Modeling, Big Data, Data Storage Technologies, Unsupervised Learning, Data Analysis, Regression Analysis, Data Science, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Analytics, Data Ethics, Supervised Learning, Data Strategy, Data-Driven Decision-Making, NoSQL, Business Analytics, Machine Learning","What is data science
What is data science
How data science, machine learning, and data-driven innovation can benefit business outcomes
How data science, machine learning, and data-driven innovation can benefit business outcomes
Foundational concepts and intuitions about machine learning techniques
Foundational concepts and intuitions about machine learning techniques",https://www.coursera.org/learn/data-science-for-business-innovation,1337
1236,Data Science with Real World Data in Pharma,Data Science,English,"Data Quality, Healthcare Industry Knowledge, Electronic Medical Record, Data Analysis, Clinical Trials, Data Science, Drug Development, Statistical Analysis, Statistical Methods, Epidemiology, Health Policy, Clinical Research, R Programming, Predictive Modeling","Explain how real world data/evidence fits into the drug development process
Explain how real world data/evidence fits into the drug development process
Describe the three major types of bias that can be encountered in observational studies
Describe the three major types of bias that can be encountered in observational studies
Apply basic survival analysis techniques such as Kaplan-Meier plots and Cox Models to synthetic data.
Apply basic survival analysis techniques such as Kaplan-Meier plots and Cox Models to synthetic data.",https://www.coursera.org/learn/data-science-in-rwd-analysis,897
1237,Foundations of Data Science: K-Means Clustering in Python,Data Science,English,"NumPy, Data Analysis, Machine Learning, Matplotlib, Probability & Statistics, Statistics, Pandas (Python Package), Machine Learning Algorithms, Unsupervised Learning, Descriptive Statistics, Data Manipulation, Data Visualization, Data Science, Python Programming","Define and explain the key concepts of data clustering
Define and explain the key concepts of data clustering
Demonstrate understanding of the key constructs and features of the Python language.
Demonstrate understanding of the key constructs and features of the Python language.
Implement in Python the principle steps of the K-means algorithm.
Implement in Python the principle steps of the K-means algorithm.
Design and execute a whole data clustering workflow and interpret the outputs.
Design and execute a whole data clustering workflow and interpret the outputs.",https://www.coursera.org/learn/data-science-k-means-clustering-python,987
1238,Data Science Methodology,Data Science,English,"Software Development Methodologies, Predictive Modeling, Data Cleansing, Feature Engineering, Data Transformation, Stakeholder Engagement, Business Analysis, Data Collection, Peer Review, Jupyter, Data Processing, Data Science, Data Analysis, Data Quality, Business Requirements, Data Mining, User Feedback, Data Modeling, Decision Tree Learning","Describe what a data science methodology is and why data scientists need a methodology.
Describe what a data science methodology is and why data scientists need a methodology.
Apply the six stages in the Cross-Industry Process for Data Mining (CRISP-DM) methodology to analyze a case study.
Apply the six stages in the Cross-Industry Process for Data Mining (CRISP-DM) methodology to analyze a case study.
Evaluate which analytic model is appropriate among predictive, descriptive, and classification models used to analyze a case study.
Evaluate which analytic model is appropriate among predictive, descriptive, and classification models used to analyze a case study.
Determine appropriate data sources for your data science analysis methodology.
Determine appropriate data sources for your data science analysis methodology.",https://www.coursera.org/learn/data-science-methodology,1147
1239,Data Sciences in Pharma - Patient Centered Outcomes Research,Data Science,English,"Data Science, Patient Evaluation, Clinical Assessment, Data Literacy, Statistical Analysis, Clinical Trials, Statistical Methods, Drug Development, Quantitative Research, Pharmaceutical Terminology, Patient-centered Care","How patient experience data is used in the drug lifecycle
How patient experience data is used in the drug lifecycle
Developing a patient-centric measurement strategy and using qualitative and quantitative patient experience data as evidence in drug development
Developing a patient-centric measurement strategy and using qualitative and quantitative patient experience data as evidence in drug development
Common clinical outcome assessment outputs and considerations when interpreting clinical outcome assessment data
Common clinical outcome assessment outputs and considerations when interpreting clinical outcome assessment data",https://www.coursera.org/learn/data-science-patient-centered-research-in-pharma-industry,1029
1240,The Data Science Profession – Student View,Data Science,English,"Big Data, Data Science, Data Literacy, Unsupervised Learning, Machine Learning, Data Analysis, Applied Machine Learning","In this course you learn how Data Science is applied in the real world, what we mean by data, and what we mean by machine learning.
In this course you learn how Data Science is applied in the real world, what we mean by data, and what we mean by machine learning.",https://www.coursera.org/learn/data-science-profession-student-view,254
1241,Data Science Capstone,Data Science,English,"Data Analysis, Data Storytelling, Data Manipulation, Predictive Modeling, Data Science, Statistical Analysis, Data Collection, Natural Language Processing, Data Presentation, R Programming, Exploratory Data Analysis, Machine Learning, Data Cleansing","Create a useful data product for the public
Create a useful data product for the public
Apply your exploratory data analysis skills
Apply your exploratory data analysis skills
Build an efficient and accurate prediction model
Build an efficient and accurate prediction model
Produce a presentation deck to showcase your findings
Produce a presentation deck to showcase your findings",https://www.coursera.org/learn/data-science-project,266
1242,Data Science Project Capstone: Predicting Bicycle Rental,Data Science,English,"Data Analysis, Data Collection, Exploratory Data Analysis, Data Science, Regression Analysis, Correlation Analysis, Forecasting, Statistical Modeling, Predictive Modeling, Data-Driven Decision-Making, Time Series Analysis and Forecasting","In this course you will tackle a prediction problem: forecasting the number of bicycles that will be rented on a given day.
In this course you will tackle a prediction problem: forecasting the number of bicycles that will be rented on a given day.",https://www.coursera.org/learn/data-science-project-capstone-predicting-bicycle-rental,515
1243,The Data Scientist’s Toolbox,Data Science,English,"Statistical Programming, Rmarkdown, Exploratory Data Analysis, Data Literacy, GitHub, Software Installation, R (Software), R Programming, Data Analysis, Data Science, Version Control","Set up R, R-Studio, Github and other useful tools
Set up R, R-Studio, Github and other useful tools
Understand the data, problems, and tools that data analysts use
Understand the data, problems, and tools that data analysts use
Explain essential study design concepts
Explain essential study design concepts
Create a Github repository
Create a Github repository",https://www.coursera.org/learn/data-scientists-tools,503
1244,Data Security,Information Technology,English,"Network Monitoring, Incident Response, Event Monitoring, Key Management, Continuous Monitoring, Encryption, Cryptography, Threat Detection, Intrusion Detection and Prevention, Network Analysis, Cybersecurity, Security Information and Event Management (SIEM), Network Security, Data Security",,https://www.coursera.org/learn/data-security,1948
1245,How to Create and Explore a Data Set,Data Science,English,"Research, Descriptive Statistics, Graphing, Statistical Software, Exploratory Data Analysis, Histogram, Data Literacy, Data Visualization Software, Statistics, Psychology, Data Management, Data Analysis","Describe the elements and structure of a data set.
Describe the elements and structure of a data set.
Give examples of the effective use of frequency distributions.
Give examples of the effective use of frequency distributions.
Learn operation and use of jamovi to create and navigate a data set and generate its frequency distributions,
Learn operation and use of jamovi to create and navigate a data set and generate its frequency distributions,",https://www.coursera.org/learn/data-sets,445
1246,Data Storage and Queries,Information Technology,English,"Database Management Systems, Data Storage, Database Systems, Query Languages, Data Lakes, SQL, Apache Spark, Performance Tuning, Databases, Amazon Web Services, Cloud Storage, Data Architecture, Data Warehousing","Design storage architectures for various use cases, and select appropriate technologies to implement these architectures
Design storage architectures for various use cases, and select appropriate technologies to implement these architectures
Practice common query patters and identify ways to improve query performance and enhance the value of your data systems
Practice common query patters and identify ways to improve query performance and enhance the value of your data systems",https://www.coursera.org/learn/data-storage-and-queries,1056
1247,Data Storage in Microsoft Azure for Associate Developers,Data Science,English,"Unstructured Data, Data Storage, Microsoft Azure, Data Security, Data Storage Technologies, Authentications, Cloud Applications, Data Management, Analytics, Application Development, Data Architecture, Cloud Storage, Cloud Security, Key Management","The basics of storage management in Azure
The basics of storage management in Azure
How to create a Storage Account
How to create a Storage Account
How to choose the right model for your data
How to choose the right model for your data",https://www.coursera.org/learn/data-storage-microsoft-azure-developers,1322
1248,Data Storytelling,Data Science,English,"Infographics, Interactive Data Visualization, Storyboarding, Data Presentation, Data-Driven Decision-Making, Storytelling, Data Literacy, Data Visualization Software, Data Analysis, Data Ethics, Drive Engagement, Data Storytelling, Data Visualization","Explain the importance of Data Storytelling in communicating insights and facilitating decision making
Explain the importance of Data Storytelling in communicating insights and facilitating decision making
Apply various visualization techniques to create a compelling data story
Apply various visualization techniques to create a compelling data story
Apply various techniques to craft a compelling narrative for a data story
Apply various techniques to craft a compelling narrative for a data story
Create a captivating  data story by integrating relevant data, clear visualization and a compelling narrative
Create a captivating  data story by integrating relevant data, clear visualization and a compelling narrative",https://www.coursera.org/learn/data-storytelling-fractal,1822
1249,Data Storytelling with Power BI,Information Technology,English,"Microsoft Excel, Spreadsheet Software","Demonstrate the ability to connect, transform, model, and visualize data effectively in Power BI.
Demonstrate the ability to connect, transform, model, and visualize data effectively in Power BI.
Implement DAX formulas to develop measures, establish relationships, and perform complex calculations.
Implement DAX formulas to develop measures, establish relationships, and perform complex calculations.
Produce interactive visuals, dashboards, and reports that meet defined business intelligence needs.
Produce interactive visuals, dashboards, and reports that meet defined business intelligence needs.
Utilize Power BI Service features to deploy, protect, and publish reports for scalable insights.
Utilize Power BI Service features to deploy, protect, and publish reports for scalable insights.",https://www.coursera.org/learn/data-storytelling-with-power-bi,1417
1250,Data Structures,Computer Science,English,"Graph Theory, Data Structures, Debugging, Programming Principles, File Systems, Computer Programming, C++ (Programming Language), Algorithms, Data Storage, Java",,https://www.coursera.org/learn/data-structures,1115
1251,Data Structures & Backend with Java,Computer Science,English,"Web Services, Data Structures, Authorization (Computing), Restful API, Java, Programming Principles, Algorithms, Back-End Web Development, Java Programming, Object Oriented Programming (OOP), Model View Controller, Software Architecture, Spring Framework, Spring Boot, Authentications","Acquire proficiency in Java's data structures. Learn to manipulate data using arrays, String class, and Collections Framework.
Acquire proficiency in Java's data structures. Learn to manipulate data using arrays, String class, and Collections Framework.
Understand StringBuilder/StringBuffer classes. Use Collections interfaces like ArrayList, LinkedList, HashMap for data management.
Understand StringBuilder/StringBuffer classes. Use Collections interfaces like ArrayList, LinkedList, HashMap for data management.
Learn Spring & Spring Boot, develop Spring applications with dependency, create web apps using Spring MVC, and understand Spring Boot architecture.
Learn Spring & Spring Boot, develop Spring applications with dependency, create web apps using Spring MVC, and understand Spring Boot architecture.
Master secure RESTful web service creation with Spring Boot. Execute CRUD operations and use Spring Security for web service protection.
Master secure RESTful web service creation with Spring Boot. Execute CRUD operations and use Spring Security for web service protection.",https://www.coursera.org/learn/data-structures--backend-with-java,2095
1252,Data Structures in C,Computer Science,English,"Application Security, Programming Principles, Data Structures, System Programming, C (Programming Language), Performance Tuning","Create data structures in C 
Understand the difference in structures between C and Python
Learn the potential security holes associated with C
Create data structures in C 
Understand the difference in structures between C and Python
Learn the potential security holes associated with C",https://www.coursera.org/learn/data-structures-in-c,365
1253,Data to Advance Population Health: Global Perspectives,Health,English,"Health Equity, Epidemiology, Data Quality, Health Informatics, Health Policy, Data-Driven Decision-Making, Public Health, Data Presentation, Policy Analysis, Health Disparities, Data Analysis, Data Literacy, Data Visualization Software","Discuss frameworks to understand the data generation to use cycle
Discuss frameworks to understand the data generation to use cycle
Explore strategies to strengthen organization culture around data use and to build capacity for data use
Explore strategies to strengthen organization culture around data use and to build capacity for data use
Examine methods to effectively present and communicate data for decision-making
Examine methods to effectively present and communicate data for decision-making
Apply a gender and equity lens to data systems to ensure they are responsive to the needs of populations
Apply a gender and equity lens to data systems to ensure they are responsive to the needs of populations",https://www.coursera.org/learn/data-to-advance-population-health,1072
1254,Data Transformation in the Cloud,Computer Science,English,"Data Integration, Cloud Storage, Data Governance, Data Cleansing, Data Management, Data Analysis, Cloud Security, Data Collection, Data Pipelines, Data Processing, SQL, Data Transformation, Cloud Computing, Data Migration, Extract, Transform, Load, Data Visualization","Describe the steps of the data journey and how they are used to drive data-driven decision making.
Describe the steps of the data journey and how they are used to drive data-driven decision making.
Recognize the role of data transformation in preparing data for analysis.
Recognize the role of data transformation in preparing data for analysis.
Describe the benefits and challenges of transforming data in the cloud.
Describe the benefits and challenges of transforming data in the cloud.
Identify the key components of a data transformation plan.
Identify the key components of a data transformation plan.",https://www.coursera.org/learn/data-transformation-in-the-cloud,333
1255,Data and Urban Governance,Social Sciences,English,"Computing Platforms, Data-Driven Decision-Making, Information Privacy, Social Sciences, Data Sharing, Big Data, Data Ethics, Political Sciences, Personally Identifiable Information, Policy Analysis, Public Administration, Algorithms, Data Governance, Governance, Data Analysis",,https://www.coursera.org/learn/data-urban-governance,1216
1256,Data Management and Visualization,Data Science,English,"Data Presentation, Peer Review, SAS (Software), Exploratory Data Analysis, Python Programming, Statistics, Data Analysis, Data Manipulation, Data Management, Research Reports, Data Literacy, Descriptive Statistics, Graphing",,https://www.coursera.org/learn/data-visualization,1021
1257,Data Visualization and Reporting with Generative AI,Data Science,English,"Infographics, Business Reporting, Generative AI, Dashboard, Data Ethics, Data Visualization Software, Responsible AI, Data Storytelling, Storytelling, Data Visualization, Interactive Data Visualization, Artificial Intelligence, Data-Driven Decision-Making, Data Analysis, Data Presentation",,https://www.coursera.org/learn/data-visualization-and-reporting-with-generative-ai,1139
1258,Data Visualization and Dashboards with Excel and Cognos,Data Science,English,"Scatter Plots, Data Analysis, IBM Cognos Analytics, Dashboard, Data Storytelling, Tree Maps, Data Visualization, Histogram, Microsoft Excel, Pivot Tables And Charts, Data Visualization Software","Create basic visualizations such as line graphs, bar graphs, and pie charts using Excel spreadsheets.
Create basic visualizations such as line graphs, bar graphs, and pie charts using Excel spreadsheets.
Explain the important role charts play in telling a data-driven story.
Explain the important role charts play in telling a data-driven story.
Construct advanced charts and visualizations such as Treemaps, Sparklines, Histogram, Scatter Plots, and Filled Map Charts.
Construct advanced charts and visualizations such as Treemaps, Sparklines, Histogram, Scatter Plots, and Filled Map Charts.
Build and share interactive dashboards using Excel and Cognos Analytics.
Build and share interactive dashboards using Excel and Cognos Analytics.",https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,1353
1259,Data Visualization for Genome Biology,Data Science,English,"Exploratory Data Analysis, R (Software), Bioinformatics, Statistical Visualization, Design Thinking, Statistical Analysis, Data Visualization Software, Molecular Biology, Heat Maps, Ggplot2, Scientific Visualization, Network Analysis, R Programming, Interactive Data Visualization, Plot (Graphics), Dimensionality Reduction, Scatter Plots",,https://www.coursera.org/learn/data-visualization-for-genome-biology,877
1260,Data Visualization Fundamentals,Data Science,English,"Statistical Visualization, Histogram, Data Visualization Software, Data Visualization, Data Analysis, Power BI, Pivot Tables And Charts, Data-Driven Decision-Making, Interactive Data Visualization, Dashboard, Data Storytelling, Scatter Plots, Business Intelligence, Data Presentation",,https://www.coursera.org/learn/data-visualization-fundamentals,655
1261,Data Visualization Fundamentals in Python,Data Science,English,"Data Manipulation, Data Presentation, Data Storytelling, Data Visualization Software, Seaborn, Python Programming, Data Visualization, Pandas (Python Package), Jupyter, Interactive Data Visualization, Graphic and Visual Design, NumPy, Matplotlib, Plot (Graphics), Data Analysis","Develop interactive visualizations using Python libraries.
Develop interactive visualizations using Python libraries.
Implement data visualization techniques and plots using Python libraries, such as Matplotlib and Seaborn to tell a compelling story
Implement data visualization techniques and plots using Python libraries, such as Matplotlib and Seaborn to tell a compelling story
Customize visualization features and styles with themes, colors, and chart elements for clear communication.
Customize visualization features and styles with themes, colors, and chart elements for clear communication.
Apply human perception principles to enhance the effectiveness and interpretability of your visualizations.
Apply human perception principles to enhance the effectiveness and interpretability of your visualizations.",https://www.coursera.org/learn/data-visualization-fundamentals-in-python,968
1262,3D Data Visualization for Science Communication,Data Science,English,"Scientific Visualization, 3D Modeling, Data Presentation, Visualization (Computer Graphics), Data Visualization Software, Data Storytelling, Video Production, Graphical Tools, Computer Graphics, Data Literacy, Spatial Data Analysis",,https://www.coursera.org/learn/data-visualization-science-communication,795
1263,Fundamentals of Visualization with Tableau,Data Science,English,"Data Presentation, Data Manipulation, Data Literacy, Data Ethics, Data Visualization, Tableau Software, Dashboard, Data Visualization Software, Data Storytelling, Data Import/Export, Visualization (Computer Graphics), Interactive Data Visualization","Install Tableau Public Software and create a visualization
Install Tableau Public Software and create a visualization
Examine and navigate the Tableau Public workspace
Examine and navigate the Tableau Public workspace
Practice and connect to different data sources
Practice and connect to different data sources
Examine ways to define your project
Examine ways to define your project",https://www.coursera.org/learn/data-visualization-tableau,900
1264,Data Visualization and Transformation with R,Data Science,English,"Data Transformation, Ggplot2, R Programming, R (Software), Data-Driven Decision-Making, Data Visualization, Statistics, Tidyverse (R Package), Git (Version Control System), Data Analysis, GitHub, Statistical Analysis, Descriptive Statistics, Probability & Statistics, Data Science, Scatter Plots, Statistical Programming, Data Visualization Software, Exploratory Data Analysis","Transform, visualize, summarize, and analyze data in R, with packages from the Tidyverse, using RStudio
Transform, visualize, summarize, and analyze data in R, with packages from the Tidyverse, using RStudio
Carry out analyses in a reproducible and shareable manner with Quarto
Carry out analyses in a reproducible and shareable manner with Quarto
Learn to effectively communicate results through an optional written project version controlled with Git and hosted on GitHub
Learn to effectively communicate results through an optional written project version controlled with Git and hosted on GitHub",https://www.coursera.org/learn/data-visualization-transformation-r,979
1265,Data Visualization with Tableau and Microsoft Excel,Data Science,English,"Data Presentation, AI Personalization, Interactive Data Visualization, Excel Formulas, Data Analysis, Business Metrics, Business Intelligence, Analytical Skills, Dashboard, Data Visualization Software, Microsoft Excel, Analytics, Tableau Software, Data Visualization, Data Storytelling, Pivot Tables And Charts, Performance Tuning",,https://www.coursera.org/learn/data-visualization-with-tableau-and-microsoft-excel,1074
1266,Data Visualization with Tableau,Data Science,English,"Tree Maps, Data Presentation, Data Visualization Software, Geospatial Mapping, Interactive Data Visualization, Data Manipulation, Business Analytics, Data Visualization, Data Mapping, Tableau Software, Heat Maps, Dashboard, Data Storytelling","Identify the value and structure of Tableau Public as it applies to data visualization in the industry of business analytics.
Identify the value and structure of Tableau Public as it applies to data visualization in the industry of business analytics.
Build interactive tables by connecting, preparing, and customizing data in Tableau Public.
Build interactive tables by connecting, preparing, and customizing data in Tableau Public.
Create data visualizations to communicate analytic insights to the intended audience, such as business stakeholders.
Create data visualizations to communicate analytic insights to the intended audience, such as business stakeholders.",https://www.coursera.org/learn/data-visualization-with-tableau-public,1359
1267,Publishing Visualizations in R with Shiny and flexdashboard,Data Science,English,"User Interface (UI), Data Presentation, Dashboard, Ggplot2, Shiny (R Package), Statistical Visualization, UI Components, Data Visualization Software, Application Development, Interactive Data Visualization, Application Deployment",,https://www.coursera.org/learn/data-viz-shiny-dashboards,995
1268,Modern Data Warehouse Analytics in Microsoft Azure,Information Technology,English,"Databases, Microsoft Azure, Data Visualization, Cloud Storage, Apache Spark, Databricks, Business Intelligence, Extract, Transform, Load, Data Processing, Apache Hadoop, Analytics, Power BI, Big Data, Azure Synapse Analytics, Data Lakes, Data Warehousing, Dashboard, Data Integration, Cloud Services, Data Visualization Software","Processing options for building data analytics solutions in Azure. You will explore Azure Synapse Analytics, Azure Databricks, and Azure HDInsight.
Processing options for building data analytics solutions in Azure. You will explore Azure Synapse Analytics, Azure Databricks, and Azure HDInsight.
Describe data ingestion and processing on Azure
Describe data ingestion and processing on Azure
Describe the components of a modern data warehouse
Describe the components of a modern data warehouse
Describe data visualization in Microsoft Power BI. Describe analytics workloads.
Describe data visualization in Microsoft Power BI. Describe analytics workloads.",https://www.coursera.org/learn/data-warehouse-analytics-microsoft-azure,1682
1269,Data Warehouse Fundamentals,Information Technology,English,"PostgreSQL, Data Modeling, Extract, Transform, Load, SQL, Data Integration, Data Quality, Data Lakes, Database Design, Database Systems, Data Mart, IBM DB2, Query Languages, Snowflake Schema, Data Validation, Star Schema, Data Warehousing, Data Cleansing, Data Architecture","Job-ready data warehousing skills in just 6 weeks, supported by practical experience and an IBM credential.
Job-ready data warehousing skills in just 6 weeks, supported by practical experience and an IBM credential.
Design and populate a data warehouse, and model and query data using CUBE, ROLLUP, and materialized views.
Design and populate a data warehouse, and model and query data using CUBE, ROLLUP, and materialized views.
Identify popular data analytics and business intelligence tools and vendors and create data visualizations using IBM Cognos Analytics.
Identify popular data analytics and business intelligence tools and vendors and create data visualizations using IBM Cognos Analytics.
How to design and load data into a data warehouse, write aggregation queries, create materialized query tables, and create an analytics dashboard.
How to design and load data into a data warehouse, write aggregation queries, create materialized query tables, and create an analytics dashboard.",https://www.coursera.org/learn/data-warehouse-fundamentals,1244
1270,Data Warehousing and Integration Part 1,Data Science,English,"Data Governance, Data Architecture, Relational Databases, Business Intelligence, Data Warehousing, Data Mining, Star Schema, Extract, Transform, Load, SQL, Data Integration, Data Mart, Data Quality, Data Analysis, Data Modeling, Database Design",,https://www.coursera.org/learn/data-warehousing-and-integration-part-1,707
1271,SQL Problem Solving,Data Science,English,"Forecasting, Data Quality, Business Reporting, JSON, Complex Problem Solving, Business Metrics, Predictive Analytics, Data Presentation, Data Analysis, SQL, Data Transformation, Data Visualization, Exploratory Data Analysis, Debugging","Validate and clean a dataset
Validate and clean a dataset
Assess and create datasets to answer your questions
Assess and create datasets to answer your questions
Solve problems using SQL
Solve problems using SQL
Build a simple testing framework to touch on AB Testing
Build a simple testing framework to touch on AB Testing",https://www.coursera.org/learn/data-wrangling-analysis-abtesting,1026
1272,Database Design and Basic SQL in PostgreSQL,Computer Science,English,"Data Modeling, Databases, Relational Databases, Data Integrity, SQL, Database Design, PostgreSQL, Database Theory, Database Management","Utilize psql and SQL commands to implement CRUD (Create, Read, Update, and Delete) operations for tables in a PostgreSQL database.
Utilize psql and SQL commands to implement CRUD (Create, Read, Update, and Delete) operations for tables in a PostgreSQL database.
Identify and utilize the functions of primary, logical, and foreign keys within a database.
Identify and utilize the functions of primary, logical, and foreign keys within a database.
Build and differentiate between one-to-many and many-to-many relationships within PostgreSQL.
Build and differentiate between one-to-many and many-to-many relationships within PostgreSQL.
Recall key people, organizations, and innovations that were instrumental to building the SQL standard
Recall key people, organizations, and innovations that were instrumental to building the SQL standard",https://www.coursera.org/learn/database-design-postgresql,616
1273,Database Essentials and Vulnerabilities,Computer Science,English,"Relational Databases, Application Security, Database Architecture and Administration, Databases, Encryption, Data Security, Data Manipulation, NoSQL, Database Management, Role-Based Access Control (RBAC), Vulnerability Scanning, User Accounts, Secure Coding, SQL","Job-ready data management skills employers need, including how to implement various data protection techniques to secure sensitive information
Job-ready data management skills employers need, including how to implement various data protection techniques to secure sensitive information
How to configure and manage database user profiles, password policies, privileges, and roles
How to configure and manage database user profiles, password policies, privileges, and roles
How to identify, analyze, and mitigate database injection vulnerabilities, including OS commands and SQL injection
How to identify, analyze, and mitigate database injection vulnerabilities, including OS commands and SQL injection
How to design and implement comprehensive database and application auditing models
How to design and implement comprehensive database and application auditing models",https://www.coursera.org/learn/database-essentials-and-vulnerabilities,1459
1274,Database Integration and Management,Computer Science,English,"Performance Tuning, Data Modeling, Relational Databases, Database Design, Query Languages, Object-Relational Mapping, Transaction Processing, Database Management, Data Integrity, Microsoft Copilot, SQL, Data Security, Databases",,https://www.coursera.org/learn/database-integration-and-management,941
1275,Database Management with Java and SQL,Computer Science,English,"Database Systems, Java Programming, Database Application, Data Access, MySQL, Query Languages, Database Management, SQL, Software Development, Database Design, User Interface (UI), Java, Databases, Relational Databases","Discuss different types of common database configurations.
Discuss different types of common database configurations.
Manipulate datasets with Java programming tools and techniques.
Manipulate datasets with Java programming tools and techniques.
Illustrate the process of data querying and retrieval using SQL with JDBC.
Illustrate the process of data querying and retrieval using SQL with JDBC.",https://www.coursera.org/learn/database-management-with-java-and-sql,1684
1276,Database Structures and Management with MySQL,Information Technology,English,"Data Validation, Data Integrity, Relational Databases, Database Development, MySQL, Database Design, Query Languages, Database Systems, SQL, Stored Procedure, Database Administration, Database Management, Data Management","Utilize the MySQL DBMS to build and modify relational databases with SQL.
Utilize the MySQL DBMS to build and modify relational databases with SQL.
Create relationships between tables using primary and foreign keys .
Create relationships between tables using primary and foreign keys .",https://www.coursera.org/learn/database-structures-and-management-with-mysql,841
